id,value
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.Valosin Containing Protein,D08.811.277.040.013.500.750
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases,D08.811.277.040.025
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities,D08.811.277.040.025.024
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases,D08.811.277.040.025.024.032
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases,D08.811.277.040.025.024.032.099
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases.Endopeptidase Clp,D08.811.277.040.025.024.032.099.500
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases.Protease La,D08.811.277.040.025.024.032.099.750
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.Dyneins,D08.811.277.040.025.024.063
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.Katanin,D08.811.277.040.025.024.250
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.N-Ethylmaleimide-Sensitive Proteins,D08.811.277.040.025.024.375
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.Replication Protein C,D08.811.277.040.025.024.438
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.Spastin,D08.811.277.040.025.024.500
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.ATPases Associated with Diverse Cellular Activities.Valosin Containing Protein,D08.811.277.040.025.024.750
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.Arsenite Transporting ATPases,D08.811.277.040.025.047
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.Ca(2+) Mg(2+)-ATPase,D08.811.277.040.025.095
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.Chaperonins,D08.811.277.040.025.142
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.Chaperonins.Group I Chaperonins,D08.811.277.040.025.142.500
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.Adenosine Triphosphatases.Chaperonins.Group I Chaperonins.Chaperonin 60,D08.811.277.040.025.142.500.500
