id,value
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Chloramphenicol,D02.033.455.706.300
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Chloramphenicol.Thiamphenicol,D02.033.455.706.300.850
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Chlorphenesin,D02.033.455.706.345
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Fingolimod Hydrochloride,D02.033.455.706.431
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Mephenesin,D02.033.455.706.517
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Pentaerythritol Tetranitrate,D02.033.455.706.690
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Propylene Glycol,D02.033.455.706.725
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.Tromethamine,D02.033.455.706.900
Organic Chemicals.Alcohols.Glycols.Sphingosine,D02.033.455.843
Organic Chemicals.Alcohols.Methanol,D02.033.623
Organic Chemicals.Alcohols.Polyvinyl Alcohol,D02.033.750
Organic Chemicals.Alcohols.Propanols,D02.033.755
Organic Chemicals.Alcohols.Propanols.1-Propanol,D02.033.755.600
Organic Chemicals.Alcohols.Propanols.2-Propanol,D02.033.755.615
Organic Chemicals.Alcohols.Propanols.Propanolamines,D02.033.755.624
Organic Chemicals.Alcohols.Propanols.Propanolamines.Ephedrine,D02.033.755.624.302
Organic Chemicals.Alcohols.Propanols.Propanolamines.Histidinol,D02.033.755.624.380
Organic Chemicals.Alcohols.Propanols.Propanolamines.Isoxsuprine,D02.033.755.624.427
Organic Chemicals.Alcohols.Propanols.Propanolamines.Methoxamine,D02.033.755.624.536
Organic Chemicals.Alcohols.Propanols.Propanolamines.Nylidrin,D02.033.755.624.605
Organic Chemicals.Alcohols.Propanols.Propanolamines.Oxyfedrine,D02.033.755.624.675
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines,D02.033.755.624.698
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Acebutolol,D02.033.755.624.698.025
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Alprenolol,D02.033.755.624.698.055
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Alprenolol.Dihydroalprenolol,D02.033.755.624.698.055.200
Organic Chemicals.Alcohols.Propanols.Propanolamines.Phenoxypropanolamines.Atenolol,D02.033.755.624.698.070
