id,value
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens.HLA-A2 Antigen",D23.050.301.500.100.400.020
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens.HLA-A3 Antigen",D23.050.301.500.100.400.030
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens.HLA-A11 Antigen",D23.050.301.500.100.400.110
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens.HLA-A24 Antigen",D23.050.301.500.100.400.240
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens",D23.050.301.500.100.500
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B7 Antigen",D23.050.301.500.100.500.070
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B8 Antigen",D23.050.301.500.100.500.080
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B13 Antigen",D23.050.301.500.100.500.130
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B14 Antigen",D23.050.301.500.100.500.140
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B15 Antigen",D23.050.301.500.100.500.150
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B18 Antigen",D23.050.301.500.100.500.180
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B27 Antigen",D23.050.301.500.100.500.270
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B35 Antigen",D23.050.301.500.100.500.350
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B37 Antigen",D23.050.301.500.100.500.370
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B38 Antigen",D23.050.301.500.100.500.380
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-B Antigens.HLA-B39 Antigen",D23.050.301.500.100.500.390
